ID,TS0F1s_1,TS0F1s_2,TS0F1s_3,TS0F1s_4,TS0F2s_1,TS0F2s_2,TS0F2s_3,TS0F2s_4,TS1F1s_1,TS1F1s_3,TS1F1s_4,TS1F2s_1,TS1F2s_2,TS1F2s_3,TS1F2s_4
OTU_2075,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU_2076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2079,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
OTU_208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2080,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_2081,1,8,7,7,1,6,13,0,6,2,8,0,0,0,0
OTU_2082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2083,4,19,11,15,11,8,7,22,6,15,5,3,3,6,6
OTU_2084,0,0,0,0,22,0,0,0,0,0,0,1,31,2,0
OTU_2085,0,1,0,1,0,0,0,1,1,1,1,0,0,2,0
OTU_2086,0,1,0,0,1,0,1,0,2,1,0,0,0,0,1
OTU_2087,2,0,0,2,2,0,6,7,0,5,0,1,0,7,0
OTU_2088,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2089,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
OTU_209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2090,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
OTU_2091,0,0,0,1,0,0,2,0,0,0,0,1,4,0,2
OTU_2092,19,33,30,63,23,32,381,43,62,133,82,96,35,52,64
OTU_2093,0,0,53,1,0,0,0,2,0,0,0,0,0,0,0
OTU_2094,7,12,1,1,2,2,0,0,0,29,1,1,1,22,0
OTU_2095,5,4,6,0,2,1,1,0,7,4,0,0,0,0,2
OTU_2096,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU_2097,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
OTU_2098,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
OTU_2099,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2102,0,0,0,0,2,0,0,0,0,2,0,0,4,3,0
OTU_2103,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OTU_2104,5,20,4,6,6,4,5,1,0,6,3,3,6,6,0
OTU_2105,0,2,0,1,0,1,5,3,1,1,0,3,1,2,0
OTU_2106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2107,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
OTU_2108,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_211,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
OTU_2110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2112,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_2113,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2115,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
OTU_2116,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU_2117,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0
OTU_2118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_212,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2121,6,2,5,7,4,25,6,0,1,25,8,38,19,18,8
OTU_2122,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_2123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2124,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
OTU_2125,0,0,1,0,0,0,0,0,1,0,0,0,1,1,4
OTU_2126,3,11,6,11,6,8,13,17,2,18,3,1,3,4,84
OTU_2127,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
OTU_2128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2129,0,15,0,4,2,0,11,0,0,0,0,3,0,16,0
OTU_2130,209,310,302,366,123,117,250,122,244,317,434,166,165,146,149
OTU_2131,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU_2132,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU_2133,1,1,0,4,0,5,2,3,2,3,1,1,0,4,3
OTU_2134,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
OTU_2135,1,0,0,0,0,0,0,0,1,10,12,2,0,1,1
OTU_2136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2138,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0
OTU_2139,1,1,0,0,0,0,0,3,1,0,1,2,0,0,0
OTU_214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2140,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
OTU_2141,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
OTU_2142,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
OTU_2143,0,4,0,1,0,0,1,0,0,0,0,0,0,1,0
OTU_2144,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0
OTU_2145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2146,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
OTU_2147,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2151,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
OTU_2152,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1
OTU_2153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU_2154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2157,3,4,0,4,3,0,2,2,3,6,39,1,0,0,0
OTU_2158,3,2,12,7,15,8,4,4,5,1,0,0,1,0,0
OTU_2159,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
OTU_216,0,2,0,1,1,0,0,0,0,2,0,1,0,1,1
OTU_2160,7,1,0,0,6,0,0,0,9,2,1,2,1,0,1
OTU_2161,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0
OTU_2162,22,4,1,4,0,23,10,11,14,2,6,6,14,0,5
OTU_2163,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
OTU_2164,12,7,6,5,5,4,4,7,6,18,2,3,0,7,5
OTU_2166,23,15,8,43,5,4,18,25,5,22,7,12,0,7,6
OTU_2167,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
OTU_2168,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0
OTU_2169,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2170,0,2,0,0,0,0,0,0,2,1,0,0,0,0,1
OTU_2172,0,0,9,0,0,1,13,2,0,1,9,1,0,0,5
OTU_2173,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
OTU_2176,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_2177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU_2178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2179,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2180,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2182,0,0,0,0,0,0,0,1,1,0,1,1,2,1,0
OTU_2183,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU_2184,1,0,0,0,1,0,0,0,1,0,3,0,0,0,0
OTU_2185,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0
OTU_2186,0,0,6,0,0,0,1,0,0,0,3,0,2,0,1
OTU_2187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2188,1,7,0,2,0,1,2,2,2,1,10,2,0,1,0
OTU_2189,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2190,0,0,5,0,0,0,0,1,0,1,0,5,0,0,0
OTU_2191,0,1,0,0,0,0,4,2,0,5,0,3,1,1,1
OTU_2192,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2193,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2194,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2195,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
OTU_2196,0,0,0,0,0,1,0,1,2,1,0,0,0,0,0
OTU_2197,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
OTU_2198,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_2199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_22,1,0,1,1,1,3,3,5,0,0,5,1,0,3,5
OTU_220,0,0,1,0,0,0,0,0,12,34,4,9,3,1,3
OTU_2200,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_2201,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
OTU_2202,7,2,10,240,0,2,15,7,3,7,5,16,0,97,10
OTU_2203,3,3,7,25,0,10,9,10,10,17,1,13,0,6,4
OTU_2204,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_2205,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_2206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_221,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
OTU_2210,0,0,0,0,5,0,0,0,0,0,0,1,1,0,0
OTU_2211,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_2212,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0
OTU_2213,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2215,8,57,3,30,1,9,48,13,11,13,5,20,3,138,6
OTU_2216,14,1,40,20,19,40,18,0,0,1,0,6,0,12,3
OTU_2218,150,145,34,85,438,202,89,23,192,137,26,30,320,101,16
OTU_2219,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU_2221,4,1,0,2,0,1,0,0,2,0,1,1,0,0,2
OTU_2222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2223,2,3,0,0,0,0,0,0,0,0,5,0,0,0,0
OTU_2224,1080,85,250,109,312,573,407,53,152,356,189,124,490,146,757
OTU_2225,0,0,0,0,0,1,1,9,3,1,0,21,4,0,5
OTU_2226,1,7,1,6,0,0,3,1,0,0,2,0,1,0,0
OTU_2227,0,1,0,1,0,0,0,0,1,0,10,0,0,0,0
OTU_2228,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
OTU_2229,12,0,0,0,0,1,2,0,0,0,0,0,0,0,0
OTU_223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU_2230,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
OTU_2231,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
OTU_2232,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0
OTU_2233,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2234,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
OTU_2235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2236,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0
OTU_2237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2238,147,264,483,308,343,404,334,549,106,618,340,370,128,1388,136
OTU_2239,10,4,17,12,4,4,2,1,5,144,27,39,3,2,11
OTU_224,0,0,0,0,0,0,0,0,2,4,1,0,0,0,1
OTU_2240,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2242,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2243,1,1,0,1,0,0,2,0,0,1,24,5,0,0,0
OTU_2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
OTU_2245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2246,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
OTU_2247,68,65,83,76,83,11,57,210,20,40,51,18,27,68,22
OTU_2248,43,105,39,50,28,22,57,19,42,65,60,72,20,56,25
OTU_2249,4,0,5,6,0,3,5,15,0,6,3,1,0,2,0
OTU_225,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU_2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2254,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
OTU_2255,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
OTU_2256,3,1,2,4,2,3,8,4,3,0,1,0,9,0,0
OTU_2259,6,2,0,1,9,9,1,0,0,0,5,0,1,2,6
OTU_226,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_2260,0,2,11,0,3,11,1,0,0,1,13,0,3,0,4
OTU_2261,0,0,0,0,1,0,0,0,0,3,2,0,0,0,2
OTU_2262,0,5,4,0,0,2,0,0,1,4,0,2,0,0,0
OTU_2263,2,0,0,0,0,2,2,0,0,3,0,0,0,1,0
OTU_2264,1,1,0,2,0,0,0,8,0,0,0,0,0,0,0
OTU_2265,2,1,58,2,1,0,2,0,0,0,0,0,0,0,0
OTU_2266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2267,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
OTU_2268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2269,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
OTU_227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2270,304,70,72,15,116,56,76,5,36,127,50,23,140,70,14
OTU_2271,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0
OTU_2272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2273,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
OTU_2274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2279,8,26,8,27,15,5,29,13,24,21,33,109,0,25,10
OTU_228,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU_2280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2282,63,75,80,84,21,46,38,61,30,26,80,33,67,26,40
OTU_2283,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU_2284,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU_2285,4,6,4,5,15,4,8,5,3,4,15,1,0,5,14
OTU_2286,5,0,0,0,6,1,2,1,4,1,0,0,12,0,21
OTU_2287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2289,1,1,41,0,1,0,3,0,0,0,0,0,1,0,0
OTU_229,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU_2290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2291,0,31,1,3,0,0,0,10,0,0,0,6,0,0,0
OTU_2292,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2295,1,7,3,13,3,12,1,36,12,9,4,14,308,14,19
OTU_2296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU_2297,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
OTU_2298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2299,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OTU_23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU_230,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
OTU_2301,0,0,0,0,1,21,1,0,0,0,3,0,0,0,0
OTU_2302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2305,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0
OTU_2306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2307,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU_2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2309,2,0,0,3,0,0,0,0,1,0,0,0,13,0,0
OTU_231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2310,0,0,1,0,0,0,6,0,0,8,2,4,3,2,6
OTU_2311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2312,0,0,0,0,2,1,0,0,0,0,0,0,0,1,51
OTU_2313,8,3,33,1,2,7,2,0,0,0,2,1,2,2,0
OTU_2314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2315,6,15,13,4,0,11,20,15,1,18,3,4,0,9,4
OTU_2316,14,3,13,15,16,27,14,23,7,33,33,11,63,46,16
OTU_2317,1,1,12,15,0,4,10,1,1,2,0,0,10,10,2
OTU_2318,2,2,1,15,0,136,1,67,33,0,8,2,0,1,11
OTU_2319,1,0,3,10,0,1,0,0,0,0,0,0,0,0,0
OTU_232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2320,7,0,0,0,0,0,3,2,0,0,0,0,0,0,0
OTU_2321,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
OTU_2322,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2325,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
OTU_2326,1,4,0,0,0,0,0,0,0,0,4,0,0,0,0
OTU_2327,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU_2328,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU_2329,0,3,0,3,1,0,0,0,0,0,0,2,1,0,1
OTU_2330,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_2331,0,0,0,1,0,0,1,0,1,0,0,6,0,0,0
OTU_2332,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0
OTU_2333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2334,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_2335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2336,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
OTU_2337,0,3,1,2,0,3,1,0,0,2,6,3,2,2,7
OTU_2338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2340,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
OTU_2341,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU_2342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2343,1,0,0,0,1,0,1,0,0,0,3,1,1,1,0
OTU_2344,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2347,1,1,1,0,0,1,1,2,0,5,0,2,0,0,4
OTU_2349,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_2350,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
OTU_2351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2354,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2355,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
OTU_2356,20,5,44,9,13,14,15,11,7,7,21,3,1,5,32
OTU_2357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2358,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
OTU_2359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_236,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1
OTU_2360,2,2,0,1,0,1,0,7,0,0,2,0,0,0,0
OTU_2361,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_2362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2363,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
OTU_2364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2365,0,0,0,0,0,1,2,0,1,4,0,0,0,1,0
OTU_2366,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
OTU_2367,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU_2368,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0
OTU_2369,0,0,1,0,0,0,0,0,10,25,14,14,5,15,18
OTU_237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2370,6,24,14,239,0,5,20,7,6,7,15,4,16,86,7
OTU_2371,7,0,0,1,0,0,0,0,0,0,0,2,0,0,0
OTU_2372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2373,1,0,1,2,0,0,0,0,2,3,1,2,0,0,0
OTU_2374,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2
OTU_2375,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0
OTU_2376,1,0,2,0,1,0,1,0,0,0,0,0,6,0,0
OTU_2377,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
OTU_2378,0,1,1,4,0,2,0,0,2,0,0,8,0,0,0
OTU_2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_238,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
OTU_2380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2383,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
OTU_2384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2386,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
OTU_2387,27,31,43,20,20,30,31,22,16,70,27,41,32,62,19
OTU_2389,0,14,8,8,1,6,8,16,1,4,4,3,0,6,5
OTU_239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2390,8,4,11,1,18,0,7,3,3,3,4,0,2,9,1
OTU_2391,12,29,12,9,14,5,12,2,8,13,4,19,7,2,5
OTU_2392,135,161,125,112,90,117,141,146,179,106,152,76,204,125,96
OTU_2393,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0
OTU_2394,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
OTU_2396,17,5,18,0,6,12,4,0,2,8,23,5,8,13,52
OTU_2397,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0
OTU_2398,5,9,3,0,72,3,6,0,36,57,44,77,3556,101,188
OTU_24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2400,9,4,330,11,5,4,7,0,0,0,0,0,14,0,0
OTU_2401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2403,0,2,5,0,3,2,2,10,1,1,3,0,0,3,1
OTU_2404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2405,0,6,3,12,1,0,10,2,1,2,4,4,1,0,0
OTU_2406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2407,33,151,96,64,77,331,166,60,17,93,73,29,65,203,208
OTU_2408,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OTU_2409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
OTU_241,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2411,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
OTU_2412,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
OTU_2413,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OTU_2414,8,3,24,22,0,7,39,56,13,12,9,5,8,21,27
OTU_2415,0,0,0,1,1,0,0,0,0,0,0,0,6,0,0
OTU_2416,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0
OTU_2417,2,9,0,3,7,6,1,0,24,2,1,0,4,3,0
OTU_2418,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
OTU_2419,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
OTU_242,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
OTU_2420,1,4,1,0,0,0,0,3,1,5,1,2,0,2,0
OTU_2421,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
OTU_2422,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
OTU_2423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2425,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0
OTU_2426,207,118,61,143,226,60,173,37,161,533,398,141,55,159,82
OTU_2427,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
OTU_2428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_243,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2430,0,0,0,0,0,0,0,0,1,2,1,1,1,0,0
OTU_2431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2432,8,25,4,2,11,13,36,0,1511,5,18,7,39,6,21
OTU_2433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_2434,58,13,38,9,279,639,37,219,25,32,18,19,3,57,32
